"","Headline","Skills","Linkedin"
"711","Vice President, Data Scientist at BlackRock","Perl",2
"715","Vice President, Data Scientist at BlackRock","Teaching",3
"716","Vice President, Data Scientist at BlackRock","Stochastic Optimization",7
"717","Vice President, Data Scientist at BlackRock","Predictive Analytics",7
"719","Data Scientist","Microsoft Excel",11
"720","Data Scientist","Microsoft Office",10
"721","Data Scientist","Data Mining",7
"722","Data Scientist","Data Analysis",4
"723","Data Scientist","R",4
"724","Data Scientist","PowerPoint",3
"725","Data Scientist","Matlab",3
"726","Data Scientist","SAS",3
"727","Data Scientist","Microsoft Word",2
"728","Data Scientist","Microsoft PowerPoint",2
"735","Data Scientist at The Trade Desk, Inc.","Data Mining",13
"736","Data Scientist at The Trade Desk, Inc.","SQL",10
"737","Data Scientist at The Trade Desk, Inc.","R",8
"738","Data Scientist at The Trade Desk, Inc.","Statistics",5
"739","Data Scientist at The Trade Desk, Inc.","Business Intelligence",4
"740","Data Scientist at The Trade Desk, Inc.","Analytical Skills",2
"741","Data Scientist at The Trade Desk, Inc.","Statistical Modeling",1
"742","Data Scientist at The Trade Desk, Inc.","Project Management",1
"745","Data Scientist at The Trade Desk, Inc.","Problem Solving",3
"746","Data Scientist at The Trade Desk, Inc.","Multivariate Analysis",1
"747","Data Scientist at The Trade Desk, Inc.","Linear Regression",1
"748","Data Scientist at The Trade Desk, Inc.","QlikView Development",1
"750","Data Scientist @ Airbnb | Harvard '17","Public Speaking",10
"751","Data Scientist @ Airbnb | Harvard '17","Teamwork",8
"752","Data Scientist @ Airbnb | Harvard '17","Data Science",1
"753","Data Scientist at Uber","R",13
"754","Data Scientist at Uber","Data Analysis",11
"755","Data Scientist at Uber","Stata",7
"756","Data Scientist at Uber","Statistics",7
"757","Data Scientist at Uber","Financial Modeling",4
"758","Data Scientist at Uber","Analysis",4
"759","Data Scientist at Uber","Data Mining",3
"760","Data Scientist at Uber","Statistical Modeling",3
"761","Data Scientist at Uber","Research",2
"762","Data Scientist at Uber","Financial Analysis",1
"763","Data Scientist at Uber","Quantitative Analytics",1
"764","Data Scientist at Uber","Algorithms",1
"765","Data Scientist at Uber","Analytical Skills",1
"766","Data Scientist at Uber","Python",6
"767","Data Scientist at Uber","Microsoft Office",2
"768","Data Scientist at Uber","SPSS",1
"769","Data Scientist at Uber","Matlab",1
"770","Data Scientist at Uber","SAS",1
"772","Senior Data Scientist at American Express","SAS",23
"773","Senior Data Scientist at American Express","R",17
"774","Senior Data Scientist at American Express","SQL",17
"775","Senior Data Scientist at American Express","Analytics",8
"777","Senior Data Scientist at American Express","VBA",14
"778","Senior Data Scientist at American Express","Microsoft Office",11
"779","Senior Data Scientist at American Express","Python",9
"781","Senior Data Scientist at American Express","MS Excel Pivot Tables",3
"782","Senior Data Scientist at American Express","Unix Shell Scripting",2
"785","Staff Data Scientist at Google","Optimization",21
"786","Staff Data Scientist at Google","Matlab",17
"787","Staff Data Scientist at Google","R",15
"788","Social VR - Data Scientist at Facebook/Oculus VR","Research",17
"789","Social VR - Data Scientist at Facebook/Oculus VR","Analysis",14
"790","Social VR - Data Scientist at Facebook/Oculus VR","Entrepreneurship",9
"791","Social VR - Data Scientist at Facebook/Oculus VR","Economics",8
"792","Social VR - Data Scientist at Facebook/Oculus VR","Strategy",8
"793","Social VR - Data Scientist at Facebook/Oculus VR","Policy Analysis",6
"794","Social VR - Data Scientist at Facebook/Oculus VR","Public Policy",4
"795","Social VR - Data Scientist at Facebook/Oculus VR","Consulting",3
"796","Social VR - Data Scientist at Facebook/Oculus VR","Market Research",2
"797","Social VR - Data Scientist at Facebook/Oculus VR","Leadership",1
"798","Social VR - Data Scientist at Facebook/Oculus VR","Policy",6
"799","The Trade Desk - Principal Data Scientist","Matlab",28
"800","The Trade Desk - Principal Data Scientist","Numerical Analysis",24
"801","The Trade Desk - Principal Data Scientist","Finite Element Analysis",20
"802","The Trade Desk - Principal Data Scientist","CFD",12
"803","The Trade Desk - Principal Data Scientist","Optimization",11
"804","The Trade Desk - Principal Data Scientist","Fluid Mechanics",8
"805","The Trade Desk - Principal Data Scientist","Machine Learning",2
"806","The Trade Desk - Principal Data Scientist","C++",15
"807","The Trade Desk - Principal Data Scientist","Abaqus",11
"808","The Trade Desk - Principal Data Scientist","R",2
"811","The Trade Desk - Principal Data Scientist","Numerical Simulation",5
"812","The Trade Desk - Principal Data Scientist","Fluid Dynamics",4
"813","The Trade Desk - Principal Data Scientist","Apache Spark",1
"818","McKinsey & Company - Data Scientist","Microsoft Excel",11
"819","McKinsey & Company - Data Scientist","Microsoft PowerPoint",11
"820","McKinsey & Company - Data Scientist","Adobe Photoshop",8
"821","McKinsey & Company - Data Scientist","Social Media",7
"822","McKinsey & Company - Data Scientist","Financial Analysis",6
"823","McKinsey & Company - Data Scientist","Research",6
"824","McKinsey & Company - Data Scientist","photography",5
"825","McKinsey & Company - Data Scientist","Education",5
"826","McKinsey & Company - Data Scientist","Statistics",5
"827","McKinsey & Company - Data Scientist","Data Analysis",5
"828","McKinsey & Company - Data Scientist","event planning",4
"829","McKinsey & Company - Data Scientist","Drawing",4
"830","McKinsey & Company - Data Scientist","R",7
"831","McKinsey & Company - Data Scientist","Github",6
"832","McKinsey & Company - Data Scientist","spss",4
"833","McKinsey & Company - Data Scientist","teamwork",6
"834","McKinsey & Company - Data Scientist","Leadership",6
"835","McKinsey & Company - Data Scientist","Teamwork",6
"836","McKinsey & Company - Data Scientist","leadership",5
"837","McKinsey & Company - Data Scientist","Public speaking",5
"838","McKinsey & Company - Data Scientist","Public Speaking",5
"839","McKinsey & Company - Data Scientist","mandarin",5
"840","Data Scientist(We are hiring!)","Python",29
"841","Data Scientist(We are hiring!)","R",29
"842","Data Scientist(We are hiring!)","Machine Learning",16
"847","Lead Data Scientist at Target","Programming Languages",1
"848","Lead Data Scientist at Target","Research",5
"849","Lead Data Scientist at Target","Teaching",5
"850","Lead Data Scientist at Target","Programming",5
"851","Lead Data Scientist at Target","Algorithms",5
"852","Lead Data Scientist at Target","Data Analysis",2
"853","Lead Data Scientist at Target","Editing",3
"854","Lead Data Scientist at Target","Computer Science",3
"855","Lead Data Scientist at Target","Machine Learning",1
"856","Lead Data Scientist at Target","LaTeX",3
"857","Lead Data Scientist at Target","Java",2
"858","Lead Data Scientist at Target","C",2
"859","Lead Data Scientist at Target","C++",2
"860","Lead Data Scientist at Target","Python",2
"861","Lead Data Scientist at Target","Linux",2
"862","Lead Data Scientist at Target","Matlab",2
"863","Lead Data Scientist at Target","Public Speaking",1
"864","Lead Data Scientist at Target","Haskell",2
"865","Lead Data Scientist at Target","Functional Programming",1
"866","Director of Data Science","Analysis",3
"867","Director of Data Science","Predictive Analytics",1
"869","Director of Data Science","Data Analysis",2
"873","Director of Data Science","Government",4
"874","Director of Data Science","Project Management",3
"875","Director of Data Science","Policy Analysis",1
"883","Director of Data Science","Microsoft Excel",1
"887","Director of Data Science","Stakeholder Management",2
"889","Senior Data Scientist at The Trade Desk","Data Analysis",7
"890","Senior Data Scientist at The Trade Desk","Modeling",3
"891","Senior Data Scientist at The Trade Desk","R",3
"893","Senior Data Scientist at The Trade Desk","Machine Learning",1
"894","Senior Data Scientist at The Trade Desk","Digital Marketing",1
"895","Senior Data Scientist at The Trade Desk","Software Development",8
"896","Senior Data Scientist at The Trade Desk","Mobile Devices",5
"897","Senior Data Scientist at The Trade Desk","Python",5
"900","Senior Data Scientist at The Trade Desk","Databases",7
"901","Senior Data Scientist at The Trade Desk","Java",10
"902","Senior Data Scientist at The Trade Desk","VBA",3
"903","Senior Data Scientist at The Trade Desk","Microsoft Excel",3
"904","Senior Data Scientist at The Trade Desk","PowerPoint",3
"905","Senior Data Scientist at The Trade Desk","C++",2
"906","Senior Data Scientist at The Trade Desk","HTML",1
"907","Senior Data Scientist at The Trade Desk","Vertica",1
"908","Senior Data Scientist at The Trade Desk","Financial Engineering",2
"909","Lead Data Scientist at Wolters Kluwer","Analytics",36
"910","Lead Data Scientist at Wolters Kluwer","SAS",27
"911","Lead Data Scientist at Wolters Kluwer","Business Intelligence",23
"912","Lead Data Scientist at Wolters Kluwer","SDLC",22
"913","Lead Data Scientist at Wolters Kluwer","Analysis",20
"914","Lead Data Scientist at Wolters Kluwer","CRM",17
"915","Lead Data Scientist at Wolters Kluwer","Data Analysis",14
"916","Lead Data Scientist at Wolters Kluwer","Data Mining",13
"917","Lead Data Scientist at Wolters Kluwer","Data Warehousing",12
"918","Lead Data Scientist at Wolters Kluwer","Risk Management",11
"919","Lead Data Scientist at Wolters Kluwer","Requirements Gathering",9
"920","Lead Data Scientist at Wolters Kluwer","Programming",7
"921","Lead Data Scientist at Wolters Kluwer","Data Modeling",5
"922","Lead Data Scientist at Wolters Kluwer","Software Project Management",5
"923","Lead Data Scientist at Wolters Kluwer","Credit Cards",4
"924","Lead Data Scientist at Wolters Kluwer","Integration",4
"925","Lead Data Scientist at Wolters Kluwer","SAS programming",4
"926","Lead Data Scientist at Wolters Kluwer","Financial Risk",3
"927","Lead Data Scientist at Wolters Kluwer","Business Process",3
"928","Lead Data Scientist at Wolters Kluwer","Business Process Improvement",3
"929","Lead Data Scientist at Wolters Kluwer","Banking",2
"930","Lead Data Scientist at Wolters Kluwer","Optimization",2
"931","Lead Data Scientist at Wolters Kluwer","Process Engineering",2
"932","Lead Data Scientist at Wolters Kluwer","Testing",2
"933","Lead Data Scientist at Wolters Kluwer","Portfolio Management",2
"934","Lead Data Scientist at Wolters Kluwer","Project Planning",2
"935","Lead Data Scientist at Wolters Kluwer","Database Design",2
"936","Lead Data Scientist at Wolters Kluwer","Business Analytics",2
"937","Lead Data Scientist at Wolters Kluwer","Customer Relations",1
"938","Lead Data Scientist at Wolters Kluwer","Planning",1
"939","Lead Data Scientist at Wolters Kluwer","SQL",15
"940","Lead Data Scientist at Wolters Kluwer","VBA",8
"941","Lead Data Scientist at Wolters Kluwer","Databases",5
"942","Lead Data Scientist at Wolters Kluwer","Microsoft SQL Server",4
"943","Lead Data Scientist at Wolters Kluwer","Microsoft Excel",4
"944","Lead Data Scientist at Wolters Kluwer","Unix",3
"945","Lead Data Scientist at Wolters Kluwer","Visio",3
"946","Lead Data Scientist at Wolters Kluwer","Access",2
"947","Lead Data Scientist at Wolters Kluwer","XML",2
"948","Lead Data Scientist at Wolters Kluwer","Microsoft Office",2
"949","Lead Data Scientist at Wolters Kluwer","MIS",2
"950","Lead Data Scientist at Wolters Kluwer","SQL Server",1
"951","Lead Data Scientist at Wolters Kluwer","Excel",1
"952","Lead Data Scientist at Wolters Kluwer","Customer Service",2
"953","Lead Data Scientist at Wolters Kluwer","Problem Solving",1
"955","Lead Data Scientist at Wolters Kluwer","Predictive Modeling",13
"956","Lead Data Scientist at Wolters Kluwer","Predictive Analytics",6
"957","Lead Data Scientist at Wolters Kluwer","ODBC",2
"958","Lead Data Scientist at Wolters Kluwer","Risk",1
"959","Data Scientist -- CTO Office at Bloomberg LP","Machine Learning",71
"960","Data Scientist -- CTO Office at Bloomberg LP","Statistics",43
"961","Data Scientist -- CTO Office at Bloomberg LP","R",36
"962","Data Scientist -- CTO Office at Bloomberg LP","Data Analysis",33
"963","Data Scientist -- CTO Office at Bloomberg LP","Data Mining",29
"964","Data Scientist -- CTO Office at Bloomberg LP","Algorithms",17
"965","Data Scientist -- CTO Office at Bloomberg LP","Statistical Modeling",16
"966","Data Scientist -- CTO Office at Bloomberg LP","Artificial Intelligence",12
"967","Data Scientist -- CTO Office at Bloomberg LP","Big Data",8
"968","Data Scientist -- CTO Office at Bloomberg LP","Computer Science",4
"969","Data Scientist -- CTO Office at Bloomberg LP","Sports Nutrition",1
"970","Data Scientist -- CTO Office at Bloomberg LP","Personal Training",1
"971","Data Scientist -- CTO Office at Bloomberg LP","Hadoop",16
"972","Data Scientist -- CTO Office at Bloomberg LP","Java",16
"973","Data Scientist -- CTO Office at Bloomberg LP","Python",2
"974","Data Scientist -- CTO Office at Bloomberg LP","Natural Language Processing",14
"975","Data Scientist -- CTO Office at Bloomberg LP","Pattern Recognition",12
"976","Data Scientist -- CTO Office at Bloomberg LP","Predictive Analytics",11
"977","Data Scientist -- CTO Office at Bloomberg LP","Information Retrieval",2
"978","Data Scientist -- CTO Office at Bloomberg LP","Kitesurfing",2
"979","Data Scientist -- CTO Office at Bloomberg LP","Electric Fencing",2
"980","Data Analyst at Data World","Oracle",12
"981","Data Analyst at Data World","Data Modeling",8
"982","Data Analyst at Data World","Digital Marketing",8
"983","Data Analyst at Data World","Database Design",7
"984","Data Analyst at Data World","Database Administration",6
"985","Data Analyst at Data World","Stata",7
"986","Data Analyst at Data World","CRM databases",6
"987","Data Analyst at Data World","SPSS Clementine",6
"988","Head of Data Science at Airbnb (We're hiring!)","R",31
"989","Head of Data Science at Airbnb (We're hiring!)","Stata",25
"990","Head of Data Science at Airbnb (We're hiring!)","Data Analysis",24
